gyroX,gyroY,gyroZ,accelX,accelY,accelZ
 -2.10, 0.69, -0.63,0.08, 0.09, 1.02
 -1.99, 0.91, -0.54,0.08, 0.09, 1.02
 -1.88, 0.90, -0.55,0.08, 0.09, 1.02
 -1.56, 1.03, -0.81,0.08, 0.10, 1.02
 -2.04, 0.76, -0.82,0.07, 0.09, 1.02
 -1.78, 0.95, -0.89,0.08, 0.09, 1.02
 -1.94, 0.79, -0.95,0.07, 0.08, 1.02
 -1.83, 1.01, -0.76,0.07, 0.09, 1.02
 -1.86, 1.02, -0.91,0.07, 0.09, 1.02
 -1.93, 0.70, -0.80,0.07, 0.09, 1.02
 -1.99, 0.94, -0.76,0.08, 0.09, 1.01
 -1.95, 0.74, -0.77,0.08, 0.09, 1.02
 -2.08, 0.90, -0.72,0.08, 0.09, 1.02
 -1.92, 0.71, -0.61,0.08, 0.09, 1.02
 -1.92, 0.75, -0.64,0.07, 0.09, 1.02
 -1.85, 0.81, -0.63,0.07, 0.09, 1.02
 -1.74, 0.71, -0.78,0.08, 0.10, 1.02
 -1.86, 1.01, -0.72,0.08, 0.09, 1.03
 -1.95, 1.07, -0.91,0.08, 0.09, 1.01
 -1.99, 0.63, -0.76,0.07, 0.09, 1.02
 -1.91, 0.76, -1.02,0.07, 0.09, 1.02
 -1.88, 0.91, -0.87,0.07, 0.09, 1.02
 -2.02, 1.11, -0.88,0.08, 0.09, 1.03
 -1.92, 1.01, -0.56,0.08, 0.09, 1.02
 -1.99, 0.85, -0.76,0.07, 0.08, 1.03
 -2.02, 1.06, -0.71,0.07, 0.08, 1.02
 -1.83, 0.91, -0.79,0.07, 0.09, 1.02
 -1.91, 0.85, -0.74,0.08, 0.09, 1.02
 -1.70, 0.92, -0.58,0.07, 0.09, 1.02
 -2.05, 1.10, -0.81,0.08, 0.09, 1.02
 -1.99, 0.99, -0.83,0.08, 0.09, 1.02
 -1.92, 0.80, -0.74,0.06, 0.10, 1.03
 -2.02, 0.84, -0.75,0.07, 0.10, 1.02
 -1.85, 0.77, -0.89,0.07, 0.09, 1.02
 -2.10, 0.93, -0.81,0.07, 0.08, 1.02
 -1.87, 0.93, -0.81,0.08, 0.09, 1.03
 -2.07, 0.96, -0.94,0.07, 0.08, 1.02
 -1.99, 0.95, -0.87,0.08, 0.09, 1.02
 -2.08, 0.92, -0.73,0.07, 0.09, 1.02
 -1.76, 0.98, -0.60,0.08, 0.09, 1.03
 -1.99, 1.00, -0.60,0.07, 0.09, 1.02
 -1.97, 0.71, -0.60,0.08, 0.09, 1.02
 -1.89, 0.91, -0.72,0.08, 0.09, 1.02
 -1.85, 1.11, -0.60,0.07, 0.09, 1.02
 -2.06, 0.96, -0.82,0.07, 0.09, 1.02
 -1.98, 0.85, -0.94,0.07, 0.09, 1.02
 -1.98, 1.08, -0.83,0.07, 0.09, 1.02
 -1.96, 1.03, -0.98,0.07, 0.09, 1.02
 -1.99, 0.71, -0.94,0.08, 0.09, 1.03
 -1.82, 0.89, -0.79,0.08, 0.09, 1.02
 -1.96, 0.83, -0.70,0.08, 0.10, 1.03
 -1.73, 0.89, -0.56,0.08, 0.09, 1.02
 -1.97, 0.86, -0.42,0.08, 0.09, 1.03
 -1.89, 1.08, -0.63,0.07, 0.08, 1.01
 -2.05, 0.92, -0.56,0.08, 0.09, 1.02
 -2.02, 0.90, -0.69,0.07, 0.09, 1.02
 -2.03, 1.10, -0.84,0.07, 0.09, 1.02
 -2.08, 0.89, -0.76,0.07, 0.09, 1.03
 -2.05, 1.03, -0.63,0.08, 0.08, 1.03
 -2.31, 1.14, -0.74,0.08, 0.09, 1.03
 -1.94, 1.06, -0.79,0.08, 0.09, 1.02
 -1.88, 0.83, -0.92,0.07, 0.09, 1.02
 -2.09, 0.89, -0.71,0.07, 0.09, 1.02
 -1.98, 0.90, -0.68,0.07, 0.08, 1.02
 -1.88, 0.93, -0.68,0.07, 0.09, 1.03
 -1.80, 0.95, -0.69,0.07, 0.09, 1.02
 -1.87, 0.89, -0.79,0.07, 0.09, 1.03
 -1.84, 0.92, -0.55,0.07, 0.09, 1.02
 -1.90, 0.98, -0.61,0.07, 0.09, 1.02
 -1.81, 0.52, -0.72,0.07, 0.09, 1.01
 -1.89, 0.89, -0.79,0.07, 0.09, 1.02
 -1.92, 0.89, -0.82,0.08, 0.09, 1.03
 -1.95, 0.95, -0.92,0.07, 0.09, 1.02
 -2.02, 0.91, -0.87,0.07, 0.09, 1.02
 -2.07, 0.86, -0.81,0.07, 0.09, 1.02
 -1.80, 1.08, -0.97,0.08, 0.09, 1.02
 -1.92, 0.82, -0.85,0.08, 0.10, 1.02
 -1.88, 0.89, -0.71,0.07, 0.09, 1.02
 -1.97, 1.05, -0.69,0.07, 0.09, 1.02
 -1.86, 0.95, -0.81,0.08, 0.09, 1.03
 -2.09, 1.01, -0.72,0.08, 0.09, 1.02
 -2.02, 1.02, -0.61,0.08, 0.08, 1.03
 -1.85, 1.03, -0.87,0.07, 0.09, 1.02
 -1.81, 0.81, -0.84,0.08, 0.08, 1.03
 -2.00, 0.81, -0.63,0.07, 0.09, 1.02
 -1.83, 0.81, -0.92,0.08, 0.09, 1.02
 -2.10, 0.95, -0.75,0.07, 0.09, 1.02
 -1.82, 0.85, -0.90,0.08, 0.10, 1.02
 -2.06, 1.05, -0.88,0.08, 0.09, 1.02
 -1.78, 0.82, -0.80,0.07, 0.09, 1.01
 -2.09, 0.81, -0.66,0.08, 0.09, 1.02
 -1.82, 0.82, -0.69,0.07, 0.09, 1.02
 -1.58, 0.98, -0.73,0.08, 0.09, 1.02
 -1.89, 0.91, -0.63,0.07, 0.09, 1.02
 -2.01, 0.83, -0.60,0.07, 0.09, 1.02
 -1.81, 0.89, -0.68,0.07, 0.09, 1.01
 -1.96, 0.80, -0.76,0.07, 0.09, 1.02
 -1.95, 0.91, -0.73,0.08, 0.09, 1.02
 -2.01, 0.80, -0.79,0.07, 0.09, 1.03
 -1.97, 0.87, -0.89,0.07, 0.09, 1.02
 -1.92, 0.78, -0.91,0.08, 0.09, 1.02
 -2.10, 1.01, -0.66,0.07, 0.09, 1.02
 -1.88, 0.85, -0.84,0.07, 0.09, 1.02
 -1.94, 1.00, -0.83,0.08, 0.09, 1.02
 -1.87, 0.98, -0.86,0.07, 0.09, 1.02
 -2.04, 0.77, -0.66,0.07, 0.09, 1.02
 -2.09, 1.08, -0.68,0.08, 0.09, 1.02
 -1.89, 0.85, -0.76,0.07, 0.09, 1.03
 -1.94, 1.08, -0.68,0.07, 0.10, 1.02
 -1.95, 0.65, -0.74,0.08, 0.09, 1.02
 -1.76, 0.91, -0.85,0.08, 0.08, 1.02
 -2.08, 0.79, -0.79,0.08, 0.09, 1.02
 -2.03, 0.78, -0.91,0.07, 0.09, 1.03
 -1.78, 0.76, -1.04,0.07, 0.09, 1.02
 -1.93, 0.65, -0.80,0.07, 0.09, 1.02
 -2.17, 0.98, -0.86,0.07, 0.09, 1.02
 -2.00, 0.85, -0.83,0.07, 0.09, 1.01
 -1.98, 0.85, -0.66,0.07, 0.09, 1.01
 -2.05, 0.83, -0.88,0.08, 0.09, 1.02
 -2.02, 0.95, -0.75,0.07, 0.09, 1.02
 -2.02, 0.91, -0.57,0.07, 0.08, 1.03
 -1.86, 0.71, -0.53,0.07, 0.09, 1.03
 -1.93, 1.11, -0.59,0.08, 0.09, 1.02
 -1.99, 0.61, -0.75,0.07, 0.09, 1.03
 -1.73, 1.29, -0.89,0.07, 0.09, 1.02
 -1.83, 0.76, -0.82,0.07, 0.09, 1.02
 -2.02, 0.82, -0.88,0.08, 0.09, 1.02
 -2.11, 0.79, -0.78,0.08, 0.09, 1.02
 -1.92, 1.00, -0.93,0.07, 0.09, 1.02
 -2.21, 0.83, -0.72,0.08, 0.09, 1.02
 -1.96, 0.80, -0.79,0.08, 0.09, 1.02
 -1.82, 0.80, -0.69,0.08, 0.09, 1.02
 -1.88, 0.89, -0.70,0.08, 0.09, 1.02
 -1.75, 0.98, -0.65,0.07, 0.09, 1.01
 -1.96, 0.87, -0.54,0.07, 0.10, 1.01
 -1.95, 0.86, -0.65,0.08, 0.09, 1.02
 -1.92, 0.89, -0.69,0.08, 0.09, 1.01
 -1.96, 0.66, -0.81,0.08, 0.09, 1.02
 -2.01, 0.96, -0.81,0.08, 0.09, 1.02
 -2.18, 0.99, -0.85,0.08, 0.09, 1.02
 -1.94, 0.98, -0.89,0.07, 0.09, 1.02
 -2.12, 0.77, -0.90,0.07, 0.09, 1.02
 -2.00, 0.95, -0.95,0.07, 0.09, 1.02
 -1.99, 0.89, -0.79,0.07, 0.09, 1.02
 -1.92, 0.94, -0.65,0.07, 0.10, 1.02
 -2.03, 0.98, -0.72,0.08, 0.10, 1.02
 -2.07, 0.91, -0.69,0.08, 0.09, 1.02
 -2.04, 0.87, -0.74,0.08, 0.09, 1.02
 -1.91, 0.94, -0.76,0.08, 0.09, 1.02
 -2.17, 0.92, -0.77,0.08, 0.09, 1.03
 -2.09, 1.04, -0.69,0.07, 0.09, 1.02
 -1.89, 0.78, -0.66,0.07, 0.09, 1.02
 -1.97, 0.68, -0.95,0.07, 0.09, 1.02
 -1.90, 0.92, -0.84,0.08, 0.09, 1.02
 -2.11, 0.93, -0.69,0.08, 0.09, 1.02
 -1.70, 0.86, -0.70,0.08, 0.09, 1.02
 -1.79, 0.91, -0.76,0.08, 0.09, 1.02
 -2.03, 0.91, -0.81,0.07, 0.09, 1.03
 -1.85, 0.88, -0.73,0.08, 0.09, 1.02
 -1.96, 0.85, -0.77,0.07, 0.09, 1.03
 -2.01, 0.96, -0.60,0.07, 0.10, 1.03
 -2.02, 1.05, -0.67,0.07, 0.09, 1.02
 -2.00, 1.00, -0.82,0.07, 0.09, 1.03
 -1.99, 0.98, -0.66,0.07, 0.09, 1.02
 -2.16, 0.80, -0.82,0.07, 0.09, 1.02
 -2.02, 0.96, -0.97,0.07, 0.09, 1.02
 -1.81, 1.08, -0.92,0.08, 0.09, 1.03
 -2.03, 0.88, -0.95,0.08, 0.09, 1.02
 -1.89, 0.99, -0.80,0.07, 0.09, 1.02
 -1.83, 0.86, -0.86,0.07, 0.09, 1.03
 -1.90, 0.76, -0.74,0.08, 0.09, 1.02
 -1.95, 1.08, -0.59,0.07, 0.09, 1.02
 -1.93, 0.96, -0.73,0.07, 0.09, 1.02
 -2.05, 0.79, -0.60,0.08, 0.09, 1.02
 -2.06, 0.91, -0.62,0.07, 0.09, 1.02
 -1.80, 0.93, -0.52,0.07, 0.09, 1.03
 -2.08, 1.00, -0.69,0.07, 0.09, 1.02
 -1.97, 0.63, -0.81,0.07, 0.09, 1.02
 -1.84, 0.87, -0.75,0.08, 0.09, 1.02
 -2.03, 0.87, -0.90,0.07, 0.09, 1.02
 -1.97, 0.82, -0.89,0.07, 0.09, 1.02
 -1.82, 1.08, -0.95,0.08, 0.09, 1.03
 -1.92, 0.95, -0.63,0.08, 0.08, 1.03
 -2.03, 0.86, -0.88,0.07, 0.09, 1.02
 -1.89, 0.82, -0.89,0.08, 0.09, 1.02
 -1.95, 0.84, -0.71,0.08, 0.09, 1.02
 -2.14, 1.11, -0.61,0.08, 0.09, 1.01
 -2.11, 0.77, -0.67,0.07, 0.09, 1.03
 -2.15, 1.01, -0.74,0.07, 0.09, 1.02
 -1.71, 0.92, -0.70,0.07, 0.09, 1.03
 -1.88, 0.89, -0.60,0.07, 0.09, 1.02
 -1.67, 0.92, -0.86,0.08, 0.09, 1.02
 -1.86, 0.74, -0.69,0.08, 0.09, 1.03
 -2.16, 0.65, -0.95,0.07, 0.09, 1.02
 -2.07, 0.81, -0.82,0.08, 0.09, 1.02
 -2.15, 0.94, -0.88,0.08, 0.09, 1.02
 -1.97, 1.02, -1.01,0.07, 0.09, 1.01
 -1.95, 1.03, -0.92,0.07, 0.09, 1.02
 -2.00, 1.06, -0.57,0.07, 0.08, 1.03
 -1.76, 0.98, -0.79,0.07, 0.09, 1.03
 -1.92, 0.85, -0.59,0.07, 0.09, 1.02
 -1.89, 0.67, -0.54,0.07, 0.09, 1.01
 -1.82, 0.76, -0.73,0.08, 0.08, 1.03
 -1.98, 1.10, -0.71,0.08, 0.09, 1.02
 -2.08, 0.63, -0.76,0.07, 0.09, 1.01
 -1.95, 1.13, -0.93,0.08, 0.08, 1.02
 -2.15, 0.88, -0.84,0.08, 0.09, 1.02
 -2.24, 1.02, -0.95,0.07, 0.09, 1.02
 -1.85, 0.95, -0.83,0.07, 0.09, 1.02
 -2.05, 0.94, -0.91,0.07, 0.08, 1.02
 -2.17, 0.74, -0.76,0.07, 0.09, 1.01
 -1.79, 0.81, -0.83,0.07, 0.09, 1.02
 -1.99, 0.85, -0.83,0.07, 0.10, 1.01
 -1.93, 1.12, -0.64,0.08, 0.09, 1.02
 -2.17, 1.24, -0.57,0.07, 0.09, 1.02
 -1.85, 0.73, -0.58,0.08, 0.09, 1.03
 -2.11, 0.86, -0.78,0.07, 0.09, 1.02
 -1.97, 0.98, -0.60,0.07, 0.09, 1.02
 -1.92, 0.95, -0.68,0.07, 0.10, 1.01
 -1.75, 0.91, -0.61,0.08, 0.09, 1.02
 -2.26, 0.81, -1.06,0.08, 0.09, 1.02
 -2.05, 0.89, -0.94,0.07, 0.09, 1.01
 -1.94, 0.95, -0.64,0.08, 0.09, 1.02
 -1.98, 1.01, -0.87,0.08, 0.09, 1.03
 -1.96, 0.95, -0.76,0.07, 0.09, 1.03
 -1.88, 0.91, -0.60,0.08, 0.09, 1.02
 -2.04, 0.95, -0.60,0.07, 0.09, 1.01
 -1.74, 0.81, -0.72,0.07, 0.09, 1.03
 -1.89, 0.82, -0.75,0.07, 0.09, 1.03
 -2.19, 0.94, -0.75,0.08, 0.09, 1.02
 -2.02, 0.96, -0.74,0.08, 0.09, 1.02
 -2.13, 0.80, -0.84,0.07, 0.09, 1.03
 -1.98, 0.87, -0.75,0.08, 0.10, 1.02
 -1.90, 0.82, -0.91,0.08, 0.09, 1.02
 -1.98, 0.89, -0.86,0.08, 0.09, 1.02
 -1.64, 0.78, -0.75,0.07, 0.09, 1.01
 -2.04, 0.68, -0.65,0.07, 0.09, 1.01
 -1.79, 0.96, -0.79,0.07, 0.09, 1.02
 -2.05, 0.77, -0.63,0.07, 0.09, 1.02
 -1.90, 0.93, -0.75,0.08, 0.09, 1.02
 -1.96, 0.92, -0.66,0.08, 0.10, 1.02
 -1.94, 1.08, -0.73,0.08, 0.09, 1.03
 -1.99, 0.87, -0.59,0.08, 0.10, 1.02
 -1.95, 0.92, -0.61,0.07, 0.09, 1.02
 -1.87, 0.71, -0.74,0.08, 0.09, 1.03
 -2.05, 0.96, -0.80,0.07, 0.09, 1.03
 -1.97, 0.90, -0.93,0.07, 0.09, 1.02
 -2.15, 0.91, -0.83,0.08, 0.09, 1.01
 -2.08, 0.90, -0.92,0.07, 0.09, 1.02
 -1.94, 1.05, -0.79,0.08, 0.08, 1.01
 -1.98, 0.76, -0.86,0.07, 0.09, 1.01
 -1.91, 1.02, -0.70,0.08, 0.09, 1.02
 -2.23, 1.03, -0.66,0.08, 0.09, 1.03
 -1.98, 0.82, -0.64,0.08, 0.09, 1.03
 -1.73, 0.85, -0.66,0.08, 0.09, 1.02
 -1.89, 1.05, -0.73,0.07, 0.09, 1.03
 -1.96, 1.02, -0.50,0.07, 0.09, 1.02
 -2.02, 0.82, -0.76,0.07, 0.09, 1.02
 -1.89, 0.79, -0.97,0.08, 0.09, 1.02
 -1.98, 0.82, -0.92,0.07, 0.09, 1.01
 -2.03, 0.94, -0.89,0.08, 0.09, 1.02
 -2.21, 1.03, -0.83,0.07, 0.10, 1.02
 -1.90, 0.82, -0.92,0.07, 0.09, 1.02
 -2.00, 0.88, -0.76,0.07, 0.10, 1.02
 -1.89, 0.85, -0.75,0.07, 0.09, 1.02
 -2.11, 0.81, -0.73,0.07, 0.09, 1.02
 -1.72, 0.99, -0.80,0.07, 0.09, 1.02
 -2.02, 0.77, -0.79,0.07, 0.09, 1.02
 -2.11, 0.79, -0.71,0.08, 0.09, 1.01
 -2.24, 0.78, -0.71,0.08, 0.09, 1.02
 -1.85, 0.90, -0.88,0.07, 0.10, 1.02
 -1.92, 1.18, -0.71,0.08, 0.09, 1.01
 -1.89, 1.06, -0.84,0.07, 0.08, 1.02
 -1.93, 1.02, -0.84,0.08, 0.09, 1.03
 -1.98, 0.96, -1.02,0.07, 0.09, 1.02
 -2.02, 1.02, -0.79,0.07, 0.09, 1.02
 -2.08, 0.98, -0.71,0.08, 0.09, 1.03
 -2.11, 0.89, -0.79,0.08, 0.09, 1.02
 -2.09, 0.85, -0.80,0.08, 0.09, 1.02
 -2.06, 0.99, -0.69,0.08, 0.09, 1.02
 -1.97, 0.88, -0.62,0.07, 0.10, 1.02
 -1.73, 0.72, -0.63,0.08, 0.09, 1.01
 -1.95, 1.00, -0.60,0.08, 0.09, 1.02
 -1.90, 0.82, -0.74,0.07, 0.08, 1.03
 -1.73, 0.90, -0.69,0.07, 0.09, 1.03
 -1.89, 0.89, -0.83,0.08, 0.09, 1.03
 -2.10, 0.98, -0.83,0.07, 0.09, 1.03
 -1.98, 0.85, -0.94,0.07, 0.10, 1.02
 -2.04, 0.87, -0.89,0.07, 0.09, 1.02
 -2.08, 1.00, -0.85,0.08, 0.09, 1.02
 -1.96, 0.76, -0.89,0.08, 0.09, 1.02
 -1.81, 1.03, -0.77,0.07, 0.09, 1.03
 -2.30, 0.87, -0.63,0.08, 0.09, 1.02
 -1.97, 1.08, -0.69,0.07, 0.08, 1.03
 -1.75, 1.09, -0.56,0.07, 0.09, 1.03
 -2.00, 0.65, -0.56,0.08, 0.10, 1.02
 -2.13, 0.93, -0.65,0.08, 0.09, 1.01
 -2.11, 1.12, -0.79,0.08, 0.09, 1.03
 -2.05, 0.85, -0.84,0.07, 0.09, 1.02
 -1.99, 0.82, -0.82,0.07, 0.09, 1.02
 -1.88, 0.98, -0.76,0.08, 0.09, 1.02
 -1.88, 1.08, -0.73,0.08, 0.08, 1.02
 -1.79, 0.80, -0.81,0.07, 0.08, 1.03
 -1.95, 0.72, -0.76,0.08, 0.09, 1.03
 -1.83, 0.95, -0.91,0.07, 0.09, 1.02
 -2.10, 0.98, -0.72,0.07, 0.09, 1.01
 -1.86, 0.77, -0.72,0.07, 0.10, 1.02
 -2.15, 0.71, -0.67,0.08, 0.09, 1.03
 -2.40, 0.93, -0.73,0.08, 0.09, 1.01
 -1.86, 0.82, -0.56,0.08, 0.09, 1.03
 -1.79, 0.85, -0.69,0.07, 0.09, 1.03
 -1.84, 0.98, -0.81,0.07, 0.08, 1.01
 -2.14, 0.89, -0.79,0.07, 0.09, 1.02
 -1.69, 0.95, -0.85,0.07, 0.09, 1.03
 -2.03, 0.85, -0.90,0.07, 0.09, 1.01
 -1.85, 0.69, -0.67,0.08, 0.10, 1.03
 -1.93, 0.79, -0.85,0.07, 0.09, 1.03
 -1.87, 0.95, -0.74,0.07, 0.09, 1.02
 -1.99, 0.85, -0.89,0.07, 0.09, 1.02
 -1.97, 0.84, -0.56,0.08, 0.09, 1.03
 -2.05, 0.85, -0.53,0.07, 0.09, 1.03
 -1.83, 0.94, -0.70,0.07, 0.09, 1.02
 -1.98, 0.75, -0.64,0.07, 0.09, 1.02
 -1.90, 1.12, -0.82,0.07, 0.09, 1.02
 -1.92, 1.13, -0.72,0.07, 0.09, 1.02
 -2.14, 0.91, -0.85,0.07, 0.09, 1.02
 -2.01, 0.92, -0.72,0.07, 0.09, 1.02
 -1.84, 1.03, -0.83,0.07, 0.09, 1.02
 -1.99, 0.93, -0.85,0.07, 0.09, 1.03
 -1.91, 0.99, -0.80,0.07, 0.08, 1.03
 -1.90, 0.83, -0.76,0.06, 0.09, 1.02
 -2.05, 0.98, -0.73,0.07, 0.08, 1.02
 -1.95, 1.02, -0.66,0.07, 0.09, 1.03
 -2.02, 0.83, -0.67,0.07, 0.09, 1.02
 -1.86, 1.10, -0.77,0.07, 0.09, 1.03
 -1.98, 0.66, -0.46,0.08, 0.09, 1.02
 -1.99, 1.09, -0.72,0.07, 0.09, 1.02
 -1.89, 0.91, -0.66,0.08, 0.09, 1.03
 -2.15, 0.97, -0.76,0.07, 0.10, 1.02
 -1.94, 0.82, -0.74,0.08, 0.08, 1.01
 -1.89, 0.70, -0.97,0.07, 0.09, 1.03
 -2.11, 0.96, -1.08,0.08, 0.09, 1.01
 -2.27, 0.91, -0.72,0.07, 0.09, 1.03
 -2.12, 0.87, -0.78,0.08, 0.09, 1.02
 -1.92, 0.96, -1.03,0.07, 0.09, 1.02
 -1.86, 0.95, -0.68,0.08, 0.09, 1.03
 -1.96, 0.76, -0.48,0.07, 0.09, 1.02
 -1.69, 0.89, -0.63,0.08, 0.09, 1.01
 -2.05, 0.78, -0.59,0.07, 0.09, 1.02
 -2.00, 0.90, -0.60,0.07, 0.09, 1.02
 -1.88, 0.95, -0.73,0.07, 0.08, 1.03
 -1.91, 1.13, -0.78,0.07, 0.09, 1.02
 -1.83, 0.78, -0.84,0.07, 0.09, 1.02
 -2.10, 0.76, -0.80,0.08, 0.10, 1.02
 -1.88, 0.73, -0.87,0.08, 0.08, 1.03
 -1.90, 1.05, -0.92,0.08, 0.09, 1.02
 -2.05, 1.01, -0.96,0.07, 0.09, 1.03
 -2.12, 0.95, -0.77,0.07, 0.09, 1.01
 -1.92, 0.66, -0.63,0.07, 0.09, 1.02
 -1.77, 0.93, -0.82,0.07, 0.09, 1.02
 -2.11, 1.05, -0.72,0.07, 0.09, 1.01
 -1.90, 1.11, -0.76,0.07, 0.09, 1.03
 -2.05, 0.95, -0.60,0.07, 0.08, 1.03
 -1.93, 0.89, -0.61,0.08, 0.09, 1.03
 -2.00, 0.97, -0.74,0.08, 0.09, 1.02
 -2.02, 0.89, -0.76,0.08, 0.09, 1.03
 -1.95, 1.00, -0.83,0.08, 0.08, 1.02
 -2.24, 0.82, -0.98,0.07, 0.09, 1.02
 -1.97, 0.81, -0.95,0.07, 0.08, 1.03
 -1.71, 0.87, -0.88,0.07, 0.09, 1.02
 -2.06, 1.04, -0.86,0.07, 0.09, 1.03
 -1.92, 0.85, -0.71,0.08, 0.09, 1.02
 -2.03, 0.82, -0.81,0.07, 0.09, 1.02
 -2.09, 0.94, -0.71,0.07, 0.09, 1.03
 -2.01, 0.86, -0.54,0.08, 0.09, 1.02
 -1.98, 0.98, -0.63,0.07, 0.09, 1.01
 -1.98, 0.88, -0.58,0.07, 0.09, 1.03
 -1.62, 1.18, -0.63,0.07, 0.09, 1.03
 -2.05, 0.75, -0.62,0.07, 0.08, 1.02
 -1.74, 0.80, -0.88,0.07, 0.09, 1.02
 -1.89, 0.85, -0.94,0.07, 0.09, 1.03
 -1.76, 1.09, -0.88,0.08, 0.09, 1.02
 -1.91, 1.04, -0.71,0.08, 0.10, 1.02
 -2.15, 0.77, -0.79,0.08, 0.09, 1.02
 -2.18, 0.79, -0.92,0.08, 0.09, 1.02
 -2.08, 0.93, -0.81,0.08, 0.09, 1.02
 -1.95, 1.02, -0.83,0.07, 0.09, 1.02
 -2.15, 0.94, -0.71,0.07, 0.10, 1.02
 -2.08, 0.73, -0.59,0.07, 0.09, 1.02
 -2.14, 0.89, -0.57,0.07, 0.09, 1.02
 -1.82, 0.95, -0.68,0.07, 0.09, 1.02
 -1.98, 1.01, -0.94,0.07, 0.08, 1.01
 -1.95, 0.87, -0.86,0.07, 0.08, 1.01
 -2.02, 0.76, -0.66,0.08, 0.09, 1.02
 -1.82, 0.82, -0.68,0.08, 0.09, 1.02
 -1.89, 0.84, -0.85,0.08, 0.09, 1.02
 -1.75, 0.95, -0.73,0.07, 0.08, 1.02
 -2.02, 0.88, -0.74,0.07, 0.09, 1.01
 -1.64, 0.88, -0.66,0.07, 0.09, 1.03
 -1.79, 0.76, -0.79,0.07, 0.09, 1.02
 -2.21, 0.78, -0.73,0.07, 0.09, 1.02
 -2.05, 1.04, -0.72,0.08, 0.09, 1.03
 -1.97, 1.12, -0.70,0.07, 0.09, 1.02
 -2.00, 1.00, -0.61,0.07, 0.09, 1.03
 -2.20, 0.74, -0.72,0.07, 0.09, 1.03
 -2.09, 0.79, -0.76,0.08, 0.09, 1.01
 -1.84, 0.85, -0.89,0.08, 0.09, 1.03
 -2.15, 0.79, -0.70,0.07, 0.09, 1.02
 -2.00, 1.05, -0.89,0.07, 0.09, 1.02
 -2.10, 1.08, -0.98,0.08, 0.09, 1.03
 -2.08, 1.08, -0.85,0.07, 0.09, 1.02
 -2.01, 0.98, -0.92,0.08, 0.10, 1.01
 -1.97, 1.07, -0.85,0.08, 0.09, 1.02
 -2.29, 0.96, -0.56,0.07, 0.09, 1.01
 -1.99, 0.89, -0.69,0.08, 0.09, 1.02
 -2.05, 0.94, -0.63,0.07, 0.09, 1.02
 -1.99, 0.94, -0.74,0.08, 0.09, 1.02
 -1.94, 0.65, -0.69,0.07, 0.09, 1.03
 -1.91, 0.66, -0.60,0.07, 0.09, 1.02
 -1.76, 0.98, -0.81,0.08, 0.10, 1.02
 -2.05, 0.91, -0.82,0.07, 0.09, 1.02
 -2.19, 0.92, -0.77,0.07, 0.09, 1.02
 -2.21, 1.07, -0.81,0.07, 0.08, 1.03
 -2.12, 1.05, -0.95,0.08, 0.08, 1.01
 -1.72, 0.94, -0.66,0.07, 0.09, 1.02
 -2.07, 0.76, -0.75,0.07, 0.09, 1.03
 -2.08, 0.69, -0.61,0.07, 0.10, 1.03
 -1.96, 0.86, -0.53,0.07, 0.09, 1.03
 -2.04, 0.87, -0.72,0.08, 0.09, 1.02
 -2.02, 0.86, -0.60,0.07, 0.09, 1.03
 -1.92, 0.96, -0.69,0.08, 0.09, 1.02
 -2.07, 0.98, -0.62,0.08, 0.09, 1.02
 -2.11, 0.89, -0.97,0.08, 0.09, 1.02
 -2.01, 0.75, -0.76,0.07, 0.09, 1.02
 -1.98, 0.83, -0.72,0.07, 0.09, 1.02
 -1.94, 1.00, -0.82,0.07, 0.09, 1.02
 -1.99, 1.02, -0.92,0.07, 0.09, 1.02
 -2.01, 0.82, -0.75,0.08, 0.09, 1.02
 -1.92, 0.85, -0.83,0.07, 0.09, 1.02
 -2.12, 0.92, -0.81,0.07, 0.10, 1.02
 -1.89, 0.96, -0.80,0.08, 0.10, 1.01
 -1.79, 1.06, -0.63,0.08, 0.08, 1.01
 -2.07, 1.11, -0.60,0.08, 0.09, 1.02
 -1.98, 0.96, -0.61,0.06, 0.09, 1.03
 -2.15, 0.81, -0.63,0.07, 0.10, 1.02
 -1.79, 0.81, -0.75,0.07, 0.09, 1.02
 -2.00, 0.85, -0.78,0.07, 0.09, 1.01
 -2.01, 0.86, -0.82,0.08, 0.09, 1.02
 -1.96, 1.12, -0.94,0.08, 0.09, 1.03
 -2.03, 0.91, -0.75,0.08, 0.09, 1.02
 -1.87, 0.95, -0.95,0.07, 0.08, 1.02
 -2.04, 1.04, -0.87,0.08, 0.09, 1.03
 -1.97, 1.09, -0.75,0.07, 0.08, 1.02
 -1.95, 0.96, -0.75,0.08, 0.09, 1.02
 -1.82, 1.03, -0.65,0.07, 0.09, 1.02
 -2.16, 1.00, -0.54,0.07, 0.10, 1.02
 -2.01, 1.06, -0.69,0.08, 0.09, 1.03
 -2.05, 0.77, -0.66,0.07, 0.10, 1.02
 -1.85, 1.10, -0.64,0.07, 0.09, 1.02
 -1.93, 0.72, -0.91,0.08, 0.10, 1.00
 -1.96, 0.87, -0.79,0.08, 0.09, 1.02
 -2.02, 0.92, -0.85,0.07, 0.09, 1.03
 -1.95, 0.93, -0.83,0.08, 0.09, 1.02
 -1.76, 0.76, -0.83,0.07, 0.09, 1.02
 -1.76, 1.02, -0.92,0.07, 0.09, 1.01
